"ID","TRUCK_ID","STATION_ID","STATION_TYPE","BUFFER","FINISHED","STATUS","START_TIME","END_TIME","TRUCK_LOAD"
672,17,5,Unload,Output,Yes,sag,"1,34307587664136","1,50410444806993",
673,36,5,Unload,Processing,Yes,d,"1,34307587664136","1,40934143219691",300
674,83,4,Unload,Output,Yes,sag,"1,3529993218637","1,52777075043513",
675,88,4,Unload,Processing,Yes,d,"1,3529993218637","1,38118459964148",300
676,14,4,Unload,Input,Yes,cd,"1,3647238131041","2,81503515519704",
677,19,4,Unload,Input,Yes,cd,"1,37015081601727","2,87260459964148",
678,59,7,Shovel,Input,Yes,cc,"1,38115516811693","1,38115516811693",
679,59,7,Shovel,Processing,Yes,c,"1,38115516811693","1,38115660031385",300
680,59,7,Shovel,Output,Yes,v,"1,38115660031385","1,64848993364718",
681,88,4,Unload,Output,Yes,sag,"1,38118459964148","1,53901386793416",
682,92,4,Unload,Processing,Yes,d,"1,38118459964148","1,40533154408593",373
683,92,4,Unload,Output,Yes,sag,"1,40533154408593","1,54588154408593",
684,93,4,Unload,Processing,Yes,d,"1,40533154408593","1,42962654408593",373
685,36,5,Unload,Output,Yes,sag,"1,40934143219691","1,57086643219691",
686,43,5,Unload,Processing,Yes,d,"1,40934143219691","1,44682170997469",373
687,32,4,Unload,Input,Yes,cd,"1,41625695240975","2,89871571075259",
688,24,5,Unload,Input,Yes,cd,"1,42013852498313","3,54520254330803",
689,57,2,Shovel,Input,Yes,cc,"1,42264829139775","1,42264829139775",
690,57,2,Shovel,Processing,Yes,c,"1,42264829139775","1,42264925527714",300
691,57,2,Shovel,Output,Yes,v,"1,42264925527714","1,8141159219438",
692,93,4,Unload,Output,Yes,sag,"1,42962654408593","1,58579321075259",
693,8,4,Unload,Processing,Yes,d,"1,42962654408593","1,52236959964148",300
694,7,3,Unload,Input,Yes,cd,"1,4351606678895","1,4351606678895",
695,7,3,Unload,Processing,Yes,d,"1,4351606678895","1,45394539011172",300
696,43,5,Unload,Output,Yes,sag,"1,44682170997469","1,50088912570503",
697,52,5,Unload,Processing,Yes,d,"1,44682170997469","1,51982670997469",300
698,7,3,Unload,Output,Yes,sag,"1,45394539011172","1,72078581564364",
699,33,4,Unload,Input,Yes,cd,"1,46224783982679","2,91346876630815",
700,70,3,Unload,Input,Yes,cd,"1,47629165488714","1,47629165488714",
701,70,3,Unload,Processing,Yes,d,"1,47629165488714","1,49450359933158",300
702,40,4,Unload,Input,Yes,cd,"1,47674692263601","2,93074654408593",
703,89,4,Unload,Input,Yes,cd,"1,47991055482216","2,95675348853037",
704,69,10,Shovel,Input,Yes,cc,"1,48298489878678","1,48298489878678",
705,69,10,Shovel,Processing,Yes,c,"1,48298489878678","1,48298632412843",300
706,69,10,Shovel,Output,Yes,v,"1,48298632412843","1,79243076857288",
707,70,3,Unload,Output,Yes,sag,"1,49450359933158","2,06550359933158",
708,30,4,Unload,Input,Yes,cd,"1,49496215511246","3,13595487741926",
709,43,7,Shovel,Input,Yes,cc,"1,50088912570503","1,50088912570503",
710,43,7,Shovel,Processing,Yes,c,"1,50088912570503","1,50089027760603",373
711,43,7,Shovel,Output,Yes,v,"1,50089027760603","1,76822361093936",
712,17,6,Shovel,Input,Yes,cc,"1,50410444806993","1,50410444806993",
713,17,6,Shovel,Processing,Yes,c,"1,50410444806993","1,50410602158857",300
714,17,6,Shovel,Output,Yes,v,"1,50410602158857","1,84016852158857",
715,65,4,Unload,Input,Yes,cd,"1,51586233536436","3,15660959964148",
716,52,5,Unload,Output,Yes,sag,"1,51982670997469","1,63398055612854",
717,71,5,Unload,Processing,Yes,d,"1,51982670997469","1,53824698775247",300
718,98,4,Unload,Input,Yes,cd,"1,5223416596305","3,19069293297482",
719,8,4,Unload,Output,Yes,sag,"1,52236959964148","1,67853626630815",
720,10,4,Unload,Processing,Yes,d,"1,52236959964148","1,5374218218637",300
721,83,2,Shovel,Input,Yes,cc,"1,52777075043513","1,52777075043513",
722,83,2,Shovel,Processing,Yes,c,"1,52777075043513","1,52777171431451",300
723,83,2,Shovel,Output,Yes,v,"1,52777171431451","1,91923838098118",
724,10,4,Unload,Output,Yes,sag,"1,5374218218637","1,7311405718637",
725,13,4,Unload,Processing,Yes,d,"1,5374218218637","1,66281876630815",300
726,71,5,Unload,Output,Yes,sag,"1,53824698775247","1,6986794201849",
727,72,5,Unload,Processing,Yes,d,"1,53824698775247","1,61221170997469",300
728,88,10,Shovel,Input,Yes,cc,"1,53901386793416","1,53901386793416",
729,88,10,Shovel,Processing,Yes,c,"1,53901386793416","1,53901529327581",300
730,88,10,Shovel,Output,Yes,v,"1,53901529327581","1,93123751549804",
731,11,4,Unload,Input,Yes,cd,"1,54497096604872","3,29950237741926",
732,92,6,Shovel,Input,Yes,cc,"1,54588154408593","1,54588154408593",
733,92,6,Shovel,Processing,Yes,c,"1,54588154408593","1,54588280965052",373
734,92,6,Shovel,Output,Yes,v,"1,54588280965052","1,88194530965052",
735,85,3,Unload,Input,Yes,cd,"1,54672974142653","1,54672974142653",
736,85,3,Unload,Processing,Yes,d,"1,54672974142653","1,63172974142653",300
737,38,4,Unload,Input,Yes,cd,"1,55299306352086","3,31555404408593",
738,36,2,Shovel,Input,Yes,cc,"1,57086643219691","1,57086643219691",
739,36,2,Shovel,Processing,Yes,c,"1,57086643219691","1,5708673960763",300
740,36,2,Shovel,Output,Yes,v,"1,5708673960763","1,96233406274296",
741,49,4,Unload,Input,Yes,cd,"1,5763608448773","3,3473318218637",
742,93,6,Shovel,Input,Yes,cc,"1,58579321075259","1,58579321075259",
743,93,6,Shovel,Processing,Yes,c,"1,58579321075259","1,58579447631718",373
744,93,6,Shovel,Output,Yes,v,"1,58579447631718","1,92185697631718",
745,37,5,Unload,Input,Yes,cd,"1,58635630887014","3,56327670997469",
746,72,5,Unload,Output,Yes,sag,"1,61221170997469","1,76275225051523",
747,75,5,Unload,Processing,Yes,d,"1,61221170997469","1,63771170997469",300
748,45,4,Unload,Input,Yes,cd,"1,62812477557253","3,40497071075259",
749,85,3,Unload,Output,Yes,sag,"1,63172974142653","1,9900583128551",
750,52,6,Shovel,Input,Yes,cc,"1,63398055612854","1,63398055612854",
751,52,6,Shovel,Processing,Yes,c,"1,63398055612854","1,63398212964718",300
752,52,6,Shovel,Output,Yes,v,"1,63398212964718","1,97004462964718",
753,75,5,Unload,Output,Yes,sag,"1,63771170997469","2,22336960471153",
754,76,5,Unload,Processing,Yes,d,"1,63771170997469","1,65314587664136",300
755,59,5,Unload,Input,Yes,cd,"1,64848993364718","3,56350809886358",
756,76,5,Unload,Output,Yes,sag,"1,65314587664136","1,77543754330802",
757,78,5,Unload,Processing,Yes,d,"1,65314587664136","1,68146059886358",300
758,41,5,Unload,Input,Yes,cd,"1,65698380276091","3,57517476553025",
759,13,4,Unload,Output,Yes,sag,"1,66281876630815","1,81998949801546",
760,21,4,Unload,Processing,Yes,d,"1,66281876630815","1,6746243218637",300
761,51,4,Unload,Input,Yes,cd,"1,66908753370434","3,4172093218637",
762,21,4,Unload,Output,Yes,sag,"1,6746243218637","1,94153341277279",
763,25,4,Unload,Processing,Yes,d,"1,6746243218637","1,69484043297481",300
764,8,6,Shovel,Input,Yes,cc,"1,67853626630815","1,67853626630815",
765,8,6,Shovel,Processing,Yes,c,"1,67853626630815","1,67853783982679",300
766,8,6,Shovel,Output,Yes,v,"1,67853783982679","2,01460033982679",
767,78,5,Unload,Output,Yes,sag,"1,68146059886358","1,86419032859331",
768,79,5,Unload,Processing,Yes,d,"1,68146059886358","1,70121754330802",300
769,22,4,Unload,Input,Yes,cd,"1,69120188365099","3,43539459964148",
770,97,5,Unload,Input,Yes,cd,"1,69127814985417","3,59545254330803",
771,25,4,Unload,Output,Yes,sag,"1,69484043297481","1,82781869384438",
772,28,4,Unload,Processing,Yes,d,"1,69484043297481","1,71063904408593",300
773,71,6,Shovel,Input,Yes,cc,"1,6986794201849","1,6986794201849",
774,71,6,Shovel,Processing,Yes,c,"1,6986794201849","1,69868099370354",300
775,71,6,Shovel,Output,Yes,v,"1,69868099370354","2,03474349370354",
776,79,5,Unload,Output,Yes,sag,"1,70121754330802","1,8676385959396",
777,87,5,Unload,Processing,Yes,d,"1,70121754330802","1,71470948775247",300
778,28,4,Unload,Output,Yes,sag,"1,71063904408593","1,85858641250698",
779,31,4,Unload,Processing,Yes,d,"1,71063904408593","1,72609348853037",300
780,87,5,Unload,Output,Yes,sag,"1,71470948775247","1,90905431533868",
781,90,5,Unload,Processing,Yes,d,"1,71470948775247","1,73093976553025",300
782,7,6,Shovel,Input,Yes,cc,"1,72078581564364","1,72078581564364",
783,7,6,Shovel,Processing,Yes,c,"1,72078581564364","1,72078738916228",300
784,7,6,Shovel,Output,Yes,v,"1,72078738916228","2,05684988916228",
785,31,4,Unload,Output,Yes,sag,"1,72609348853037","2,27120459964148",
786,42,4,Unload,Processing,Yes,d,"1,72609348853037","1,74137126630815",300
787,50,5,Unload,Input,Yes,cd,"1,73000798715807","3,62510059886358",
788,90,5,Unload,Output,Yes,sag,"1,73093976553025","1,89476329494201",
789,94,5,Unload,Processing,Yes,d,"1,73093976553025","1,75964337664136",373
790,10,7,Shovel,Input,Yes,cc,"1,7311405718637","1,7311405718637",
791,10,7,Shovel,Processing,Yes,c,"1,7311405718637","1,73114200406062",300
792,10,7,Shovel,Output,Yes,v,"1,73114200406062","1,99847533739395",
793,42,4,Unload,Output,Yes,sag,"1,74137126630815","1,89331721225409",
794,44,4,Unload,Processing,Yes,d,"1,74137126630815","1,76681987741926",373
795,94,5,Unload,Output,Yes,sag,"1,75964337664136","1,92453226553025",
796,18,5,Unload,Processing,Yes,d,"1,75964337664136","2,73547670997469",300
797,72,10,Shovel,Input,Yes,cc,"1,76275225051523","1,76275225051523",
798,72,10,Shovel,Processing,Yes,c,"1,76275225051523","1,76275367585688",300
799,72,10,Shovel,Output,Yes,v,"1,76275367585688","2,07219812030133",
800,44,4,Unload,Output,Yes,sag,"1,76681987741926","1,85856987741926",
801,67,4,Unload,Processing,Yes,d,"1,76681987741926","1,84651904408593",300
802,43,5,Unload,Input,Yes,cd,"1,76822361093936","3,71268004330803",
803,76,10,Shovel,Input,Yes,cc,"1,77543754330802","1,77543754330802",
804,76,10,Shovel,Processing,Yes,c,"1,77543754330802","1,77543896864968",300
805,76,10,Shovel,Output,Yes,v,"1,77543896864968","2,1676611908719",
806,69,5,Unload,Input,Yes,cd,"1,79243076857288","3,7501603210858",
807,57,4,Unload,Input,Yes,cd,"1,8141159219438","3,49370265519704",
808,13,7,Shovel,Input,Yes,cc,"1,81998949801546","1,81998949801546",
809,13,7,Shovel,Processing,Yes,c,"1,81998949801546","1,81999093021238",300
810,13,7,Shovel,Output,Yes,v,"1,81999093021238","2,08732426354571",
811,25,2,Shovel,Input,Yes,cc,"1,82781869384438","1,82781869384438",
812,25,2,Shovel,Processing,Yes,c,"1,82781869384438","1,82781965772376",300
813,25,2,Shovel,Output,Yes,v,"1,82781965772376","2,21928632439043",
814,17,4,Unload,Input,Yes,cd,"1,84016852158857","3,50073959964148",
815,67,4,Unload,Output,Yes,sag,"1,84651904408593","1,98358026857572",
816,74,4,Unload,Processing,Yes,d,"1,84651904408593","1,91796959964148",300
817,44,2,Shovel,Input,Yes,cc,"1,85856987741926","1,85856987741926",
818,44,2,Shovel,Processing,Yes,c,"1,85856987741926","1,85857065265737",373
819,44,2,Shovel,Output,Yes,v,"1,85857065265737","2,25003731932404",
820,28,6,Shovel,Input,Yes,cc,"1,85858641250698","1,85858641250698",
821,28,6,Shovel,Processing,Yes,c,"1,85858641250698","1,85858798602562",300
822,28,6,Shovel,Output,Yes,v,"1,85858798602562","2,19465048602562",
823,78,2,Shovel,Input,Yes,cc,"1,86419032859331","1,86419032859331",
824,78,2,Shovel,Processing,Yes,c,"1,86419032859331","1,86419129247269",300
825,78,2,Shovel,Output,Yes,v,"1,86419129247269","2,25565795913936",
826,79,5,Shovel,Input,Yes,cc,"1,8676385959396","1,8676385959396",
827,79,5,Shovel,Processing,Yes,c,"1,8676385959396","1,86763958446997",300
828,79,5,Shovel,Output,Yes,v,"1,86763958446997","2,2003618066922",
829,80,1,Shovel,Input,Yes,cc,"1,88186043297481","1,88186043297481",
830,80,1,Shovel,Processing,Yes,c,"1,88186043297481","1,88186266498815",300
831,80,1,Shovel,Output,Yes,v,"1,88186266498815","2,31281721044269",
832,92,4,Unload,Input,Yes,cd,"1,88194530965052","4,53974765519704",
833,42,6,Shovel,Input,Yes,cc,"1,89331721225409","1,89331721225409",
834,42,6,Shovel,Processing,Yes,c,"1,89331721225409","1,89331878577274",300
835,42,6,Shovel,Output,Yes,v,"1,89331878577274","2,22938128577273",
836,90,10,Shovel,Input,Yes,cc,"1,89476329494201","1,89476329494201",
837,90,10,Shovel,Processing,Yes,c,"1,89476329494201","1,89476472028366",300
838,90,10,Shovel,Output,Yes,v,"1,89476472028366","2,28698694250589",
839,87,6,Shovel,Input,Yes,cc,"1,90905431533868","1,90905431533868",
840,87,6,Shovel,Processing,Yes,c,"1,90905431533868","1,90905588885732",300
841,87,6,Shovel,Output,Yes,v,"1,90905588885732","2,24511838885732",
842,66,1,Shovel,Input,Yes,cc,"1,91126459964148","1,91126459964148",
843,66,1,Shovel,Processing,Yes,c,"1,91126459964148","1,91126683165481",300
844,66,1,Shovel,Output,Yes,v,"1,91126683165481","2,34222137710936",
845,74,4,Unload,Output,Yes,sag,"1,91796959964148","2,09274102821291",
846,86,4,Unload,Processing,Yes,d,"1,91796959964148","1,95988876630815",300
847,83,4,Unload,Input,Yes,cd,"1,91923838098118","4,56389459964148",
848,93,4,Unload,Input,Yes,cd,"1,92185697631718","4,58695015519704",
849,94,6,Shovel,Input,Yes,cc,"1,92453226553025","1,92453226553025",
850,94,6,Shovel,Processing,Yes,c,"1,92453226553025","1,92453353109484",373
851,94,6,Shovel,Output,Yes,v,"1,92453353109484","2,26059603109484",
852,88,5,Unload,Input,Yes,cd,"1,93123751549804","3,81009087664136",
853,21,2,Shovel,Input,Yes,cc,"1,94153341277279","1,94153341277279",
854,21,2,Shovel,Processing,Yes,c,"1,94153341277279","1,94153437665218",300
855,21,2,Shovel,Output,Yes,v,"1,94153437665218","2,33300104331884",
856,86,4,Unload,Output,Yes,sag,"1,95988876630815","2,06597073352126",
857,46,4,Unload,Processing,Yes,d,"1,95988876630815","2,11784015519704",300
858,36,4,Unload,Input,Yes,cd,"1,96233406274296","4,61124515519704",
859,52,4,Unload,Input,Yes,cd,"1,97004462964718","4,67751071075259",
860,67,10,Shovel,Input,Yes,cc,"1,98358026857572","1,98358026857572",
861,67,10,Shovel,Processing,Yes,c,"1,98358026857572","1,98358169391737",300
862,67,10,Shovel,Output,Yes,v,"1,98358169391737","2,3758039161396",
863,85,6,Shovel,Input,Yes,cc,"1,9900583128551","1,9900583128551",
864,85,6,Shovel,Processing,Yes,c,"1,9900583128551","1,99005988637374",300
865,85,6,Shovel,Output,Yes,v,"1,99005988637374","2,32612238637374",
866,10,5,Unload,Input,Yes,cd,"1,99847533739395","3,83827615441914",
867,8,4,Unload,Input,Yes,cd,"2,01460033982679","4,75051571075259",
868,71,4,Unload,Input,Yes,cd,"2,03474349370354","4,84325876630815",
869,7,4,Unload,Input,Yes,cd,"2,05684988916228","4,86167904408593",
870,70,5,Shovel,Input,Yes,cc,"2,06550359933158","2,06550359933158",
871,70,5,Shovel,Processing,Yes,c,"2,06550359933158","2,06550458786195",300
872,70,5,Shovel,Output,Yes,v,"2,06550458786195","2,39822681008418",
873,86,10,Shovel,Input,Yes,cc,"2,06597073352126","2,06597073352126",
874,86,10,Shovel,Processing,Yes,c,"2,06597073352126","2,06597215886292",300
875,86,10,Shovel,Output,Yes,v,"2,06597215886292","2,45819438108514",
876,72,5,Unload,Input,Yes,cd,"2,07219812030133","3,85332837664136",
877,13,5,Unload,Input,Yes,cd,"2,08732426354571","3,92729309886358",
878,74,2,Shovel,Input,Yes,cc,"2,09274102821291","2,09274102821291",
879,74,2,Shovel,Processing,Yes,c,"2,09274102821291","2,09274199209229",300
880,74,2,Shovel,Output,Yes,v,"2,09274199209229","2,48420865875896",
881,46,4,Unload,Output,Yes,sag,"2,11784015519704","2,24017348853037",
882,2,4,Unload,Processing,Yes,d,"2,11784015519704","2,13058515519704",300
883,2,4,Unload,Output,Yes,sag,"2,13058515519704","2,28511147098651",
884,1,4,Unload,Processing,Yes,d,"2,13058515519704","2,16401959964148",300
885,1,4,Unload,Output,Yes,sag,"2,16401959964148","2,33879102821291",
886,12,4,Unload,Processing,Yes,d,"2,16401959964148","2,17722459964148",300
887,76,5,Unload,Input,Yes,cd,"2,1676611908719","4,05269004330802",
888,12,4,Unload,Output,Yes,sag,"2,17722459964148","2,2833065668546",
889,23,4,Unload,Processing,Yes,d,"2,17722459964148","2,2556968218637",300
890,28,4,Unload,Input,Yes,cd,"2,19465048602562","4,88046376630815",
891,79,4,Unload,Input,Yes,cd,"2,2003618066922","4,89626237741926",
892,25,4,Unload,Input,Yes,cd,"2,21928632439043","4,9160193218637",
893,75,1,Shovel,Input,Yes,cc,"2,22336960471153","2,22336960471153",
894,75,1,Shovel,Processing,Yes,c,"2,22336960471153","2,22337183672487",300
895,75,1,Shovel,Output,Yes,v,"2,22337183672487","2,65432638217941",
896,42,4,Unload,Input,Yes,cd,"2,22938128577273","4,93623543297482",
897,46,2,Shovel,Input,Yes,cc,"2,24017348853037","2,24017348853037",
898,46,2,Shovel,Processing,Yes,c,"2,24017348853037","2,24017445240975",300
899,46,2,Shovel,Output,Yes,v,"2,24017445240975","2,63164111907642",
900,87,4,Unload,Input,Yes,cd,"2,24511838885732","4,95151321075259",
901,44,4,Unload,Input,Yes,cd,"2,25003731932404","4,96500515519704",
902,78,4,Unload,Input,Yes,cd,"2,25565795913936","4,99045376630815",
903,23,4,Unload,Output,Yes,sag,"2,2556968218637","2,32425779747346",
904,20,4,Unload,Processing,Yes,d,"2,2556968218637","2,26986348853037",300
905,94,4,Unload,Input,Yes,cd,"2,26059603109484","5,01876848853037",
906,20,4,Unload,Output,Yes,sag,"2,26986348853037","2,50942348853037",
907,54,4,Unload,Processing,Yes,d,"2,26986348853037","2,28365987741926",373
908,31,1,Shovel,Input,Yes,cc,"2,27120459964148","2,27120459964148",
909,31,1,Shovel,Processing,Yes,c,"2,27120459964148","2,27120683165481",300
910,31,1,Shovel,Output,Yes,v,"2,27120683165481","2,70216137710936",
911,12,10,Shovel,Input,Yes,cc,"2,2833065668546","2,2833065668546",
912,12,10,Shovel,Processing,Yes,c,"2,2833065668546","2,28330799219625",300
913,12,10,Shovel,Output,Yes,v,"2,28330799219625","2,59275243664069",
914,54,4,Unload,Output,Yes,sag,"2,28365987741926","2,44543487741926",
915,27,4,Unload,Processing,Yes,d,"2,28365987741926","2,30721543297481",300
916,2,2,Shovel,Input,Yes,cc,"2,28511147098651","2,28511147098651",
917,2,2,Shovel,Processing,Yes,c,"2,28511147098651","2,28511243486589",300
918,2,2,Shovel,Output,Yes,v,"2,28511243486589","2,67657910153256",
919,90,5,Unload,Input,Yes,cd,"2,28698694250589","4,06812420997469",
920,27,4,Unload,Output,Yes,sag,"2,30721543297481","2,4950639178233",
921,55,4,Unload,Processing,Yes,d,"2,30721543297481","2,32753293297481",373
922,80,3,Unload,Input,Yes,cd,"2,31281721044269","2,31281721044269",
923,80,3,Unload,Processing,Yes,d,"2,31281721044269","2,32569915488714",300
924,23,6,Shovel,Input,Yes,cc,"2,32425779747346","2,32425779747346",
925,23,6,Shovel,Processing,Yes,c,"2,32425779747346","2,3242593709921",300
926,23,6,Shovel,Output,Yes,v,"2,3242593709921","2,6603218709921",
927,80,3,Unload,Output,Yes,sag,"2,32569915488714","3,04717137710936",
928,85,4,Unload,Input,Yes,cd,"2,32612238637374","5,04747209964148",
929,55,4,Unload,Output,Yes,sag,"2,32753293297481","2,46195793297482",
930,29,4,Unload,Processing,Yes,d,"2,32753293297481","2,33894321075259",300
931,21,4,Unload,Input,Yes,cd,"2,33300104331884","5,13247209964148",
932,1,2,Shovel,Input,Yes,cc,"2,33879102821291","2,33879102821291",
933,1,2,Shovel,Processing,Yes,c,"2,33879102821291","2,33879199209229",300
934,1,2,Shovel,Output,Yes,v,"2,33879199209229","2,73025865875896",
935,29,4,Unload,Output,Yes,sag,"2,33894321075259","2,51568005285786",
936,63,4,Unload,Processing,Yes,d,"2,33894321075259","2,41033209964148",300
937,66,3,Unload,Input,Yes,cd,"2,34222137710936","2,34222137710936",
938,66,3,Unload,Processing,Yes,d,"2,34222137710936","2,36236026599825",300
939,66,3,Unload,Output,Yes,sag,"2,36236026599825","3,22812693266492",
940,67,5,Unload,Input,Yes,cd,"2,3758039161396","4,08435448775247",
941,70,4,Unload,Input,Yes,cd,"2,39822681008418","5,14427765519704",
942,63,4,Unload,Output,Yes,sag,"2,41033209964148","2,54475709964148",
943,62,4,Unload,Processing,Yes,d,"2,41033209964148","2,60719321075259",300
944,54,10,Shovel,Input,Yes,cc,"2,44543487741926","2,44543487741926",
945,54,10,Shovel,Processing,Yes,c,"2,44543487741926","2,44543602380665",373
946,54,10,Shovel,Output,Yes,v,"2,44543602380665","2,83765824602887",
947,86,5,Unload,Input,Yes,cd,"2,45819438108514","4,16405365441914",
948,55,6,Shovel,Input,Yes,cc,"2,46195793297482","2,46195793297482",
949,55,6,Shovel,Processing,Yes,c,"2,46195793297482","2,46195919853941",373
950,55,6,Shovel,Output,Yes,v,"2,46195919853941","2,79802169853941",
951,74,4,Unload,Input,Yes,cd,"2,48420865875896","5,16248959964148",
952,27,7,Shovel,Input,Yes,cc,"2,4950639178233","2,4950639178233",
953,27,7,Shovel,Processing,Yes,c,"2,4950639178233","2,49506535002021",300
954,27,7,Shovel,Output,Yes,v,"2,49506535002021","2,76239868335355",
955,20,5,Shovel,Input,Yes,cc,"2,50942348853037","2,50942348853037",
956,20,5,Shovel,Processing,Yes,c,"2,50942348853037","2,50942447706074",300
957,20,5,Shovel,Output,Yes,v,"2,50942447706074","2,84214669928296",
958,29,10,Shovel,Input,Yes,cc,"2,51568005285786","2,51568005285786",
959,29,10,Shovel,Processing,Yes,c,"2,51568005285786","2,51568147819951",300
960,29,10,Shovel,Output,Yes,v,"2,51568147819951","2,90790370042173",
961,63,6,Shovel,Input,Yes,cc,"2,54475709964148","2,54475709964148",
962,63,6,Shovel,Processing,Yes,c,"2,54475709964148","2,54475867316012",300
963,63,6,Shovel,Output,Yes,v,"2,54475867316012","2,88082117316012",
964,12,5,Unload,Input,Yes,cd,"2,59275243664069","4,2059728210858",
965,62,4,Unload,Output,Yes,sag,"2,60719321075259","2,75514057917365",
966,5,4,Unload,Processing,Yes,d,"2,60719321075259","2,61858209964148",300
967,5,4,Unload,Output,Yes,sag,"2,61858209964148","2,69687543297482",
968,60,4,Unload,Processing,Yes,d,"2,61858209964148","2,63262737741926",300
969,46,4,Unload,Input,Yes,cd,"2,63164111907642","5,23394015519704",
970,60,4,Unload,Output,Yes,sag,"2,63262737741926","2,81751309170497",
971,81,4,Unload,Processing,Yes,d,"2,63262737741926","2,7177068218637",300
972,75,3,Unload,Input,Yes,cd,"2,65432638217941","2,65432638217941",
973,75,3,Unload,Processing,Yes,d,"2,65432638217941","2,67982638217941",300
974,23,4,Unload,Input,Yes,cd,"2,6603218709921","5,39189154408593",
975,2,4,Unload,Input,Yes,cd,"2,67657910153256","5,47036376630815",
976,75,3,Unload,Output,Yes,sag,"2,67982638217941","3,33990532954783",
977,5,2,Shovel,Input,Yes,cc,"2,69687543297482","2,69687543297482",
978,5,2,Shovel,Processing,Yes,c,"2,69687543297482","2,6968763968542",300
979,5,2,Shovel,Output,Yes,v,"2,6968763968542","3,08834306352087",
980,31,3,Unload,Input,Yes,cd,"2,70216137710936","2,70216137710936",
981,31,3,Unload,Processing,Yes,d,"2,70216137710936","2,7176158215538",300
982,31,3,Unload,Output,Yes,sag,"2,7176158215538","2,98097693266492",
983,81,4,Unload,Output,Yes,sag,"2,7177068218637","3,09259361431653",
984,34,4,Unload,Processing,Yes,d,"2,7177068218637","2,76497959964148",300
985,1,4,Unload,Input,Yes,cd,"2,73025865875896","5,48310876630815",
986,18,5,Unload,Output,Yes,sag,"2,73547670997469","2,9255061217394",
987,35,5,Unload,Processing,Yes,d,"2,73547670997469","2,75054087664136",300
988,35,5,Unload,Output,Yes,sag,"2,75054087664136","2,93514087664136",
989,3,5,Unload,Processing,Yes,d,"2,75054087664136","2,7584853210858",300
990,62,6,Shovel,Input,Yes,cc,"2,75514057917365","2,75514057917365",
991,62,6,Shovel,Processing,Yes,c,"2,75514057917365","2,75514215269229",300
992,62,6,Shovel,Output,Yes,v,"2,75514215269229","3,09120465269229",
993,3,5,Unload,Output,Yes,sag,"2,7584853210858","3,54259246394295",
994,4,5,Unload,Processing,Yes,d,"2,7584853210858","2,77340198775247",300
995,27,5,Unload,Input,Yes,cd,"2,76239868335355","4,2191778210858",
996,34,4,Unload,Output,Yes,sag,"2,76497959964148","2,85108216374405",
997,95,4,Unload,Processing,Yes,d,"2,76497959964148","2,78809071075259",300
998,4,5,Unload,Output,Yes,sag,"2,77340198775247","2,93982304038405",
999,16,5,Unload,Processing,Yes,d,"2,77340198775247","2,88237198775247",300
1000,95,4,Unload,Output,Yes,sag,"2,78809071075259","2,95341503507692",
1001,9,4,Unload,Processing,Yes,d,"2,78809071075259","2,81503515519704",300
1002,55,4,Unload,Input,Yes,cd,"2,79802169853941","5,51654321075259",
1003,9,4,Unload,Output,Yes,sag,"2,81503515519704","2,91366673414441",
1004,14,4,Unload,Processing,Yes,d,"2,81503515519704","2,87260459964148",300
1005,60,10,Shovel,Input,Yes,cc,"2,81751309170497","2,81751309170497",
1006,60,10,Shovel,Processing,Yes,c,"2,81751309170497","2,81751451704663",300
1007,60,10,Shovel,Output,Yes,v,"2,81751451704663","3,12695896149107",
1008,54,5,Unload,Input,Yes,cd,"2,83765824602887","4,24273337664136",
1009,20,4,Unload,Input,Yes,cd,"2,84214669928296","5,53686071075259",
1010,34,10,Shovel,Input,Yes,cc,"2,85108216374405","2,85108216374405",
1011,34,10,Shovel,Processing,Yes,c,"2,85108216374405","2,8510835890857",300
1012,34,10,Shovel,Output,Yes,v,"2,8510835890857","3,24330581130792",
1013,14,4,Unload,Output,Yes,sag,"2,87260459964148","3,03640947769026",
1014,19,4,Unload,Processing,Yes,d,"2,87260459964148","2,89871571075259",300
1015,63,4,Unload,Input,Yes,cd,"2,88082117316012","5,55102737741926",
1016,16,5,Unload,Output,Yes,sag,"2,88237198775247","3,03858251406826",
1017,26,5,Unload,Processing,Yes,d,"2,88237198775247","2,89872615441914",300
1018,19,4,Unload,Output,Yes,sag,"2,89871571075259","3,04631094884783",
1019,32,4,Unload,Processing,Yes,d,"2,89871571075259","2,91346876630815",300
1020,26,5,Unload,Output,Yes,sag,"2,89872615441914","3,01583726553025",
1021,39,5,Unload,Processing,Yes,d,"2,89872615441914","2,98372615441914",300
1022,29,5,Unload,Input,Yes,cd,"2,90790370042173","4,25652976553025",
1023,32,4,Unload,Output,Yes,sag,"2,91346876630815","2,97871321075259",
1024,33,4,Unload,Processing,Yes,d,"2,91346876630815","2,93074654408593",300
1025,9,6,Shovel,Input,Yes,cc,"2,91366673414441","2,91366673414441",
1026,9,6,Shovel,Processing,Yes,c,"2,91366673414441","2,91366830766305",300
1027,9,6,Shovel,Output,Yes,v,"2,91366830766305","3,24973080766305",
1028,18,2,Shovel,Input,Yes,cc,"2,9255061217394","2,9255061217394",
1029,18,2,Shovel,Processing,Yes,c,"2,9255061217394","2,92550708561878",300
1030,18,2,Shovel,Output,Yes,v,"2,92550708561878","3,31697375228545",
